	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated	trans_seg	target_seg
1518	1518	1518	1518	en	zh	 For this to work effectively, monitoring and evaluation are necessary. 	要想行之有效，就必须进行监督和评估。	Wikipedia_handpicked_4:1840	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	为使这项工作有效发挥作用，必须进行监测和评价。	为 使 这项 工作 有效 发挥作用 ， 必须 进行 监测 和 评价 。	要 想 行之有效 ， 就 必须 进行 监督 和 评估 。
1519	1519	1519	1519	en	zh	" A systematic review of 70 studies found that community-based approaches are effective at increasing hand washing in LMICs, while social marketing campaigns are less effective.One example for hand washing promotion in schools is the ""Three Star Approach"" by UNICEF that encourages schools to take simple, inexpensive steps to ensure that students wash their hands with soap, among other hygienic requirements. "	通过对 70 项研究进行系统性评估发现，在中低收入国家 (LMICs) 增加洗手比例上，基于社区的方法有效，而社会营销活动效果较差。在学校倡导洗手的一个例子是联合国儿童基金会推行的“三星方法”，除其他卫生要求外，鼓励学校采取简单、便宜的措施来确保学生用肥皂洗手。	Wikipedia_handpicked_4:1841	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	对70项研究的系统评价发现，基于社区的方法在增加中低收入国家的洗手方面是有效的，而社会营销活动的效果较差。在学校推广洗手的一个例子是联合国儿童基金会的“三星方法”，鼓励学校采取简单、廉价的步骤，确保学生用肥皂洗手，以及其他卫生要求。	对 70 项 研究 的 系统 评价 发现 ， 基于 社区 的 方法 在 增加 中低收入 国家 的 洗手 方面 是 有效 的 ， 而 社会 营销 活动 的 效果 较差 。 在 学校 推广 洗手 的 一个 例子 是 联合国儿童基金会 的 “ 三星 方法 ” ， 鼓励 学校 采取 简单 、 廉价 的 步骤 ， 确保 学生 用 肥皂 洗手 ， 以及 其他 卫生 要求 。	通过 对   70   项 研究 进行 系统性 评估 发现 ， 在 中低收入 国家   ( LMICs )   增加 洗手 比例 上 ， 基于 社区 的 方法 有效 ， 而 社会 营销 活动 效果 较差 。 在 学校 倡导 洗手 的 一个 例子 是 联合国儿童基金会 推行 的 “ 三星 方法 ” ， 除 其他 卫生 要求 外 ， 鼓励 学校 采取 简单 、 便宜 的 措施 来 确保 学生 用 肥皂 洗手 。
1520	1520	1520	1520	en	zh	 When minimum standards are achieved, schools can move from one to ultimately three stars. 	当达到最低标准时，学校可以从一颗星升到最高的三颗星。	Wikipedia_handpicked_4:1842	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	当达到最低标准时，学校可以从一星升到最终三星。	当 达到 最低标准 时 ， 学校 可以 从 一星 升到 最终 三星 。	当 达到 最低标准 时 ， 学校 可以 从 一颗 星升 到 最高 的 三颗 星 。
1521	1521	1521	1521	en	zh	 Building hand washing stations can be a part of hand washing promotion campaigns that are carried out in order to reduce diseases and child mortality. 	洗手推广活动可包括修建洗手台，以减少疾病和儿童死亡率。	Wikipedia_handpicked_4:1843	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	建立洗手站可以成为为减少疾病和儿童死亡率而开展的洗手宣传活动的一部分。	建立 洗手 站 可以 成为 为 减少 疾病 和 儿童 死亡率 而 开展 的 洗手 宣传 活动 的 一部分 。	洗手 推广 活动 可 包括 修建 洗手台 ， 以 减少 疾病 和 儿童 死亡率 。
1522	1522	1522	1522	en	zh	 Global Hand washing Day is another example of an awareness-raising campaign that is trying to achieve behavior change.As a result of the 2019-20 coronavirus pandemic, UNICEF promoted the adoption of a handwashing emoji. 	提升洗手意识活动的另一个例子是世界洗手日，目的是尝试实现行为上的改变。由于2019-20 冠状病毒大流行，联合国儿童基金会推广使用了一个洗手的表情符号。	Wikipedia_handpicked_4:1844	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	全球洗手日是试图改变行为的提高认识运动的另一个例子。由于 2019-20 年的冠状病毒大流行，联合国儿童基金会推动采用洗手表情符号。	全球 洗手 日 是 试图 改变 行为 的 提高认识 运动 的 另 一个 例子 。 由于   2019 - 20   年 的 冠状病毒 大 流行 ， 联合国儿童基金会 推动 采用 洗手 表情符号 。	提升 洗手 意识 活动 的 另 一个 例子 是 世界 洗手 日 ， 目的 是 尝试 实现 行为 上 的 改变 。 由于 2019 - 20   冠状病毒 大 流行 ， 联合国儿童基金会 推广 使用 了 一个 洗手 的 表情符号 。
1523	1523	1523	1523	en	zh	 Few studies have considered the overall cost effectiveness of hand washing in developing countries in relationship to DALYs averted. 	很少有研究考察过在发展中国家，洗手带来的总体成本效益与避免伤残调整寿命年 (DALY) 之间的关系。	Wikipedia_handpicked_4:1845	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	很少有研究考虑发展中国家洗手与避免残疾调整生命年有关的总体成本效益。	很少 有 研究 考虑 发展中国家 洗手 与 避免 残疾 调整 生命 年 有关 的 总体 成本 效益 。	很少 有 研究 考察 过 在 发展中国家 ， 洗手 带来 的 总体 成本 效益 与 避免 伤残 调整 寿命 年   ( DALY )   之间 的 关系 。
1524	1524	1524	1524	en	zh	 However, one review suggests that promoting hand washing with soap is significantly more cost-effective than other water and sanitation interventions. 	不过，有报告显示，与其他水和卫生设施干预相比，倡导用肥皂洗手的成本效益更显著。	Wikipedia_handpicked_4:1846	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	然而，一项审查表明，促进用肥皂洗手比其他水和卫生干预措施更具成本效益。	然而 ， 一项 审查 表明 ， 促进 用 肥皂 洗手 比 其他 水 和 卫生 干预 措施 更具 成本 效益 。	不过 ， 有 报告 显示 ， 与 其他 水 和 卫生设施 干预 相比 ， 倡导 用 肥皂 洗手 的 成本 效益 更 显著 。
1525	1525	1525	1525	en	zh	" The importance of hand washing for human health – particularly for people in vulnerable circumstances like mothers who had just given birth or wounded soldiers in hospitals – was first recognized in the mid 19th century by two pioneers of hand hygiene: the Hungarian physician Ignaz Semmelweis who worked in Vienna, Austria and Florence Nightingale, the English ""founder of modern nursing"". "	最早认识到洗手对人类健康重要性的——特别是对那些身体孱弱的人（例如，医院里刚刚生产后的母亲或受伤的士兵），是19 世纪中期两位手部卫生领域的先锋人物：奥地利维也纳工作的匈牙利医生伊格纳兹·塞麦尔维斯（Ignaz Semmelweis） 和英国“现代护理学创始人”弗洛伦斯·南丁格尔（Florence Nightingale）。	Wikipedia_handpicked_4:1847	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	洗手对人类健康的重要性 - 特别是对于处于弱势环境中的人，如刚分娩的母亲或在医院受伤的士兵 - 在19世纪中叶首次被两位手部卫生先驱所认识到：在奥地利维也纳工作的匈牙利医生Ignaz Semmelweis和英国“现代护理学的创始人”Florence Nightingale。	洗手 对 人类 健康 的 重要性   -   特别 是 对于 处于 弱势 环境 中 的 人 ， 如刚 分娩 的 母亲 或 在 医院 受伤 的 士兵   -   在 19 世纪 中叶 首次 被 两位 手部 卫生 先驱 所 认识 到 ： 在 奥地利 维也纳 工作 的 匈牙利 医生 Ignaz   Semmelweis 和 英国 “ 现代 护理学 的 创始人 ” Florence   Nightingale 。	最早 认识 到 洗手 对 人类 健康 重要性 的 — — 特别 是 对 那些 身体 孱弱 的 人 （ 例如 ， 医院 里 刚刚 生产 后 的 母亲 或 受伤 的 士兵 ） ， 是 19   世纪 中期 两位 手部 卫生领域 的 先锋 人物 ： 奥地利 维也纳 工作 的 匈牙利 医生 伊格纳 兹 · 塞 麦尔维 斯 （ Ignaz   Semmelweis ）   和 英国 “ 现代 护理学 创始人 ” 弗洛伦斯 · 南丁格尔 （ Florence   Nightingale ） 。
1526	1526	1526	1526	en	zh	 At that time most people still believed that infections were caused by foul odors called miasmas. 	那时，大多数人们仍认为感染是被称为瘴毒的恶臭味所引起。	Wikipedia_handpicked_4:1848	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	当时大多数人仍然认为感染是由称为瘴气的恶臭引起的。	当时 大多数 人 仍然 认为 感染 是 由 称为 瘴气 的 恶臭 引起 的 。	那时 ， 大多数 人们 仍 认为 感染 是 被 称为 瘴毒 的 恶臭味 所 引起 。
1527	1527	1527	1527	en	zh	 In the 1980s, foodborne outbreaks and healthcare-associated infections led the United States Centers for Disease Control and Prevention to more actively promote hand hygiene as an important way to prevent the spread of infection. 	二十世纪八十年代食源性疾病爆发和医源性感染，促使美国疾病控制与预防中心更积极倡导手部卫生，强调手部卫生是预防感染传播的重要方式。	Wikipedia_handpicked_4:1849	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	在1980年代，食源性疫情和医疗保健相关感染导致美国疾病控制和预防中心更积极地促进手部卫生，作为防止感染传播的重要途径。	在 1980 年代 ， 食源性 疫情 和 医疗保健 相关 感染 导致 美国 疾病 控制 和 预防 中心 更 积极 地 促进 手部 卫生 ， 作为 防止 感染 传播 的 重要途径 。	二十世纪 八十年代 食源性 疾病 爆发 和 医源性 感染 ， 促使 美国 疾病 控制 与 预防 中心 更 积极 倡导 手部 卫生 ， 强调 手部 卫生 是 预防 感染 传播 的 重要 方式 。
1528	1528	1528	1528	en	zh	 The outbreak of swine flu in 2009 and the COVID-19 pandemic in 2020 led to increased awareness in many countries of the importance of washing hands with soap to protect oneself from such infectious diseases. 	2009 年猪流感的爆发和 2020 年 COVID-19 大流行，使许多国家更加认识到用肥皂洗手的重要性，以保护人们免于感染此类传染性疾病。	Wikipedia_handpicked_4:1850	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	2009 年爆发的猪流感和 2020 年的 COVID-19 大流行导致许多国家对用肥皂洗手以保护自己免受此类传染病侵害的重要性的认识提高。	2009   年 爆发 的 猪 流感 和   2020   年 的   COVID - 19   大 流行 导致 许多 国家 对用 肥皂 洗手 以 保护 自己 免受 此类 传染病 侵害 的 重要性 的 认识 提高 。	2009   年 猪 流感 的 爆发 和   2020   年   COVID - 19   大 流行 ， 使 许多 国家 更加 认识 到 用 肥皂 洗手 的 重要性 ， 以 保护 人们 免于 感染 此类 传染性 疾病 。
1529	1529	1529	1529	en	zh	" For example, posters with ""correct hand washing techniques"" were hung up next to hand washing sinks in public toilets and in the toilets of office buildings and airports in Germany. "	例如，德国在公共卫生间、办公大楼以及机场卫生间的洗手池旁会悬挂“正确洗手方法”海报。	Wikipedia_handpicked_4:1851	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	例如，在德国，公共厕所以及办公楼和机场的洗手池旁边都挂着“正确洗手技巧”的海报。	例如 ， 在 德国 ， 公共厕所 以及 办公楼 和 机场 的 洗手池 旁边 都 挂 着 “ 正确 洗手 技巧 ” 的 海报 。	例如 ， 德国 在 公共 卫生间 、 办公大楼 以及 机场 卫生间 的 洗手池 旁会 悬挂 “ 正确 洗手 方法 ” 海报 。
1530	1530	1530	1530	en	zh	" The phrase ""washing one's hands of"" something, means declaring one's unwillingness to take responsibility for the thing or share complicity in it. "	习语“洗手不干了”的意思是，某人声明不愿对某事负责或不愿参与某事。	Wikipedia_handpicked_4:1852	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	“洗手”这句话意味着宣布一个人不愿意对某件事负责或参与其中。	“ 洗手 ” 这句 话 意味着 宣布 一个 人 不 愿意 对 某件事 负责 或 参与 其中 。	习语 “ 洗手不干 了 ” 的 意思 是 ， 某人 声明 不愿 对 某事 负责 或 不愿 参与 某事 。
1531	1531	1531	1531	en	zh	 It originates from the bible passage in Matthew where Pontius Pilate washed his hands of the decision to crucify Jesus Christ, but has become a phrase with a much wider usage in some English communities. 	它源自《圣经》马太福音中的内容，本丢·彼拉多 (Pontius Pilate) 在决定钉死耶稣后洗手，后来在一些讲英语的群体中演变为使用广泛的习语。	Wikipedia_handpicked_4:1853	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	它起源于马太福音中的圣经段落，本丢彼拉多洗手决定将耶稣基督钉在十字架上，但已成为一些英语社区中更广泛使用的短语。	它 起源于 马太福音 中 的 圣经 段落 ， 本 丢 彼拉多 洗手 决定 将 耶稣基督 钉 在 十字架 上 ， 但 已 成为 一些 英语 社区 中 更 广泛 使用 的 短语 。	它 源自 《 圣经 》 马太福音 中 的 内容 ， 本 丢 · 彼拉多   ( Pontius   Pilate )   在 决定 钉死 耶稣 后 洗手 ， 后来 在 一些 讲 英语 的 群体 中 演变 为 使用 广泛 的 习语 。
1532	1532	1532	1532	en	zh	 In Shakespeare's Macbeth, Lady Macbeth begins to compulsively wash her hands in an attempt to cleanse an imagined stain, representing her guilty conscience regarding crimes she had committed and induced her husband to commit. 	在莎士比亚的《麦克白》中，麦克白夫人为试图清洗想象中的污点开始强迫性洗手，表明她对自己犯下的罪行和怂恿丈夫犯罪感到内疚。	Wikipedia_handpicked_4:1854	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	在莎士比亚的《麦克白》中，麦克白夫人开始强迫性地洗手，试图清除想象中的污点，代表她对自己犯下的罪行的内疚良心，并诱使她的丈夫犯下。	在 莎士比亚 的 《 麦克白 》 中 ， 麦克白 夫人 开始 强迫性 地 洗手 ， 试图 清除 想象 中 的 污点 ， 代表 她 对 自己 犯下 的 罪行 的 内疚 良心 ， 并 诱使 她 的 丈夫 犯下 。	在 莎士比亚 的 《 麦克白 》 中 ， 麦克白 夫人 为 试图 清洗 想象 中 的 污点 开始 强迫性 洗手 ， 表明 她 对 自己 犯下 的 罪行 和 怂恿 丈夫 犯罪 感到 内疚 。
1533	1533	1533	1533	en	zh	 It has also been found that people, after having recalled or contemplated unethical acts, tend to wash hands more often than others, and tend to value hand washing equipment more. 	研究表明，想起或设想了不道德行为的人，往往会比其他人更频繁地洗手，并往往更珍惜洗手设施。	Wikipedia_handpicked_4:1855	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	还发现，人们在回忆或考虑过不道德的行为后，往往比其他人更频繁地洗手，并且倾向于更重视洗手设备。	还 发现 ， 人们 在 回忆 或 考虑 过 不道德 的 行为 后 ， 往往 比 其他人 更 频繁 地 洗手 ， 并且 倾向 于 更 重视 洗手 设备 。	研究 表明 ， 想起 或 设想 了 不 道德行为 的 人 ， 往往 会 比 其他人 更 频繁 地 洗手 ， 并 往往 更 珍惜 洗手 设施 。
1534	1534	1534	1534	en	zh	" Furthermore, those who are allowed to wash their hands after such a contemplation are less likely to engage in other ""cleansing"" compensatory actions, such as volunteering. "	此外，在设想了不道德行为后可以洗手的那些人，不太可能从事其他“有净化作用的”补偿行动，例如，做志愿者。	Wikipedia_handpicked_4:1856	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	此外，那些在这种沉思后被允许洗手的人不太可能从事其他“清洁”补偿行动，例如志愿服务。	此外 ， 那些 在 这种 沉思 后 被 允许 洗手 的 人 不太可能 从事 其他 “ 清洁 ” 补偿 行动 ， 例如 志愿 服务 。	此外 ， 在 设想 了 不 道德行为 后 可以 洗手 的 那些 人 ， 不太可能 从事 其他 “ 有 净化 作用 的 ” 补偿 行动 ， 例如 ， 做 志愿者 。
1535	1535	1535	1535	en	zh	 Religions prescribe hand washing for both hygienic and symbolic purposes.Symbolic hand washing, using water but no soap to wash hands, is a part of ritual hand washing featured in many religions, including Bahá'í Faith, Hinduism, tevilah and netilat yadayim in Judaism, Lavabo in Christianity, and Wudhu in Islam.Religions also prescribe hygienic hand washing, especially after certain actions. 	宗教出于卫生和象征目的而要求洗手。洗手时用水但不用肥皂的象征性洗手是许多宗教标志性洗手礼的一部分，其中包括巴哈伊信仰、印度教、犹太教中的沐浴式 (tevilah) 和洗手式 (netilat yadayim) 洁净礼、基督教中的洗手礼和伊斯兰教中的小净。宗教还有卫生方面的洗手规定，特别是在某些行为之后。	Wikipedia_handpicked_4:1857	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	宗教规定洗手既符合卫生目的，也具有象征意义。象征性洗手，用水但不用肥皂洗手，是许多宗教中仪式洗手的一部分，包括巴哈伊信仰，印度教，犹太教中的tevilah和netilat yadayim，基督教中的Lavabo和伊斯兰教中的Wudhu。	宗教 规定 洗手 既 符合卫生 目的 ， 也 具有 象征意义 。 象征性 洗手 ， 用水 但 不用 肥皂 洗手 ， 是 许多 宗教 中 仪式 洗手 的 一部分 ， 包括 巴哈伊 信仰 ， 印度教 ， 犹太教 中 的 tevilah 和 netilat   yadayim ， 基督教 中 的 Lavabo 和 伊斯兰教 中 的 Wudhu 。	宗教 出于 卫生 和 象征 目的 而 要求 洗手 。 洗手 时 用水 但 不用 肥皂 的 象征性 洗手 是 许多 宗教 标志性 洗手 礼 的 一部分 ， 其中 包括 巴哈伊 信仰 、 印度教 、 犹太教 中 的 沐浴 式   ( tevilah )   和 洗手 式   ( netilat   yadayim )   洁净 礼 、 基督教 中 的 洗手 礼 和 伊斯兰教 中 的 小净 。 宗教 还有 卫生 方面 的 洗手 规定 ， 特别 是 在 某些 行为 之后 。
1536	1536	1536	1536	en	zh	 Hinduism, Judaism and Islam mandate washing of hands after using the toilet. 	印度教、犹太教和伊斯兰教要求在如厕后洗手。	Wikipedia_handpicked_4:1858	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	印度教、犹太教和伊斯兰教要求上厕所后洗手。	印度教 、 犹太教 和 伊斯兰教 要求 上 厕所 后 洗手 。	印度教 、 犹太教 和 伊斯兰教 要求 在 如厕 后 洗手 。
1537	1537	1537	1537	en	zh	 And, Hinduism, Buddhism, Sikhism, Judaism and Islam mandate washing of hands before and after every meal. 	印度教、佛教、锡克教、犹太教和伊斯兰教要求用餐前后洗手。	Wikipedia_handpicked_4:1859	https://en.wikipedia.org/wiki/Hand_washing	CC_BY-SA_3.0	TOFILL	而且，印度教，佛教，锡克教，犹太教和伊斯兰教要求每餐前后洗手。	而且 ， 印度教 ， 佛教 ， 锡克教 ， 犹太教 和 伊斯兰教 要求 每餐 前后 洗手 。	印度教 、 佛教 、 锡克教 、 犹太教 和 伊斯兰教 要求 用餐 前后 洗手 。
1538	1538	1538	1538	en	zh	 Workplace hazard controls for COVID-19 	 COVID-19 工作场所防控 	Wikipedia_handpicked_7:1993	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	COVID-19工作场所危害控制	COVID - 19 工作 场所 危害 控制	  COVID - 19   工作 场所 防控  
1539	1539	1539	1539	en	zh	 Workplace hazard controls for COVID-19 are the application of occupational safety and health methodologies for hazard controls to the prevention of coronavirus disease 2019 (COVID-19). 	 COVID-19 工作场所防控是指采用防控危险的职业安全和健康措施预防冠状病毒疾病 2019 (COVID-19)。	Wikipedia_handpicked_7:1994	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	COVID-19的工作场所危害控制是将职业安全和健康方法应用于预防2019年冠状病毒病（COVID-19）的危害控制。	COVID - 19 的 工作 场所 危害 控制 是 将 职业 安全 和 健康 方法 应用 于 预防 2019 年 冠状病毒 病 （ COVID - 19 ） 的 危害 控制 。	  COVID - 19   工作 场所 防控 是 指 采用 防控 危险 的 职业 安全 和 健康 措施 预防 冠状病毒 疾病   2019   ( COVID - 19 ) 。
1540	1540	1540	1540	en	zh	 The proper hazard controls in the workplace depend on the worksite and job task, based on a risk assessment of sources of exposure, disease severity in the community, and risk factors of individual workers who may be vulnerable to contracting COVID-19. 	 工作场所危险防控是否妥当取决于具体工作现场和工作任务，并应基于暴露源的风险评估、社区疾病严重程度以及可能接触 COVID-19 的易感染个人的风险因素来决定。	Wikipedia_handpicked_7:1995	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	工作场所的适当危害控制取决于工作场所和工作任务，基于对接触源、社区疾病严重程度以及可能容易感染COVID-19的个体工人的风险因素的风险评估。	工作 场所 的 适当 危害 控制 取决于 工作 场所 和 工作 任务 ， 基于 对 接触 源 、 社区 疾病 严重 程度 以及 可能 容易 感染 COVID - 19 的 个体 工人 的 风险 因素 的 风险 评估 。	  工作 场所 危险 防控 是否 妥当 取决于 具体 工作 现场 和 工作 任务 ， 并 应 基于 暴露 源 的 风险 评估 、 社区 疾病 严重 程度 以及 可能 接触   COVID - 19   的 易 感染 个人 的 风险 因素 来 决定 。
1541	1541	1541	1541	en	zh	 According to the U.S. Occupational Safety and Health Administration (OSHA), lower exposure risk jobs have minimal occupational contact with the public and other coworkers, for which basic infection prevention measures are recommended, including hand washing, encouraging workers to stay home if they are sick, respiratory etiquette, and maintaining routine cleaning and disinfecting of the work environment. 	 根据美国职业安全与卫生管理局 (OSHA) 的要求，低度暴露风险工作与公众和其他同事的职业接触最少，因此建议采取基本感染预防措施，其中包括勤洗手、鼓励员工患病后居家隔离、遵守呼吸礼仪以及对工作环境进行日常清洁与消毒。	Wikipedia_handpicked_7:1996	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	根据美国职业安全与健康管理局 （OSHA） 的说法，暴露风险较低的工作与公众和其他同事的职业接触最少，为此建议采取基本的感染预防措施，包括洗手、鼓励员工生病时待在家里、呼吸礼仪以及保持工作环境的常规清洁和消毒。	根据 美国 职业 安全 与 健康 管理局   （ OSHA ）   的 说法 ， 暴露 风险 较 低 的 工作 与 公众 和 其他 同事 的 职业 接触 最少 ， 为此 建议 采取 基本 的 感染 预防措施 ， 包括 洗手 、 鼓励 员工 生病 时 待在家里 、 呼吸 礼仪 以及 保持 工作 环境 的 常规 清洁 和 消毒 。	  根据 美国 职业 安全 与 卫生 管理局   ( OSHA )   的 要求 ， 低度 暴露 风险 工作 与 公众 和 其他 同事 的 职业 接触 最少 ， 因此 建议 采取 基本 感染 预防措施 ， 其中 包括 勤洗手 、 鼓励 员工 患病 后 居家 隔离 、 遵守 呼吸 礼仪 以及 对 工作 环境 进行 日常 清洁 与 消毒 。
1542	1542	1542	1542	en	zh	 Medium exposure risk jobs include those that require frequent or close contact with people who are not known or suspected with COVID-19, but may be infected due to ongoing community transmission or international travel. 	 中度暴露风险工作包括需要经常或密切接触未知或疑似 COVID-19 患者的工作，这些患者可能因持续的社区传播或国际旅行而导致被感染。	Wikipedia_handpicked_7:1997	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	中等接触风险的工作包括那些需要与未知或疑似COVID-19患者频繁或密切接触，但可能因持续的社区传播或国际旅行而被感染的工作。	中等 接触 风险 的 工作 包括 那些 需要 与 未知 或 疑似 COVID - 19 患者 频繁 或 密切接触 ， 但 可能 因 持续 的 社区 传播 或 国际 旅行 而 被 感染 的 工作 。	  中度 暴露 风险 工作 包括 需要 经常 或 密切接触 未知 或 疑似   COVID - 19   患者 的 工作 ， 这些 患者 可能 因 持续 的 社区 传播 或 国际 旅行 而 导致 被 感染 。
1543	1543	1543	1543	en	zh	 This includes workers who have contact with the general public such as in schools, high-population-density work environments, and some high-volume retail settings. 	 包括接触普通公众的工作人员，例如学校、高人群密度工作环境和一些大规模零售环境。	Wikipedia_handpicked_7:1998	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	这包括与公众接触的工人，例如在学校、人口密度高的工作环境和一些大批量零售环境中。	这 包括 与 公众 接触 的 工人 ， 例如 在 学校 、 人口密度 高 的 工作 环境 和 一些 大批量 零售 环境 中 。	  包括 接触 普通 公众 的 工作人员 ， 例如 学校 、 高 人群 密度 工作 环境 和 一些 大规模 零售 环境 。
1544	1544	1544	1544	en	zh	 Hazard controls for this group, in addition to basic infection prevention measures, include ventilation using high-efficiency air filters, sneeze guards, and having personal protective equipment available in case a person with COVID-19 is encountered. 	 除了基本的感染预防措施外，该群体还应使用高效空气过滤器和喷嚏防护装置进行通风，在接触 COVID-19 患者时穿戴个人防护设备和采取其他危险防控措施。	Wikipedia_handpicked_7:1999	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	除了基本的感染预防措施外，该组的危害控制措施还包括使用高效空气过滤器通风、打喷嚏防护装置，以及在遇到COVID-19患者时提供个人防护设备。	除了 基本 的 感染 预防措施 外 ， 该组 的 危害 控制措施 还 包括 使用 高效 空气 过滤器 通风 、 打喷嚏 防护装置 ， 以及 在 遇到 COVID - 19 患者 时 提供 个人 防护 设备 。	  除了 基本 的 感染 预防措施 外 ， 该 群体 还应 使用 高效 空气 过滤器 和 喷嚏 防护装置 进行 通风 ， 在 接触   COVID - 19   患者 时 穿戴 个人 防护 设备 和 采取 其他 危险 防控 措施 。
1545	1545	1545	1545	en	zh	 OSHA considers healthcare and mortuary workers exposed to known or suspected person with COVID-19 to be at high exposure risk, which increases to very high exposure risk if workers perform aerosol-generating procedures on, or collect or handle specimens from, known or suspected person with COVID-19. 	 OSHA 认为接触已知或疑似 COVID-19 患者的医护人员和殓房工作人员存在高度暴露风险，如果工作人员对已知或疑似 COVID-19 患者执行了产生气溶胶的操作，或从其身上收集或处理了标本，则暴露风险变得极高。	Wikipedia_handpicked_7:2000	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	OSHA认为与已知或疑似COVID-19患者有过接触的医护人员和太平间工作人员具有高暴露风险，如果工作人员对已知或疑似COVID-19患者执行气溶胶生成程序，或收集或处理其标本，则接触风险将增加到非常高。	OSHA 认为 与 已知 或 疑似 COVID - 19 患者 有过 接触 的 医护人员 和 太平间 工作人员 具有 高 暴露 风险 ， 如果 工作人员 对 已知 或 疑似 COVID - 19 患者 执行 气溶胶 生成 程序 ， 或 收集 或 处理 其 标本 ， 则 接触 风险 将 增加 到 非常 高 。	  OSHA   认为 接触 已知 或 疑似   COVID - 19   患者 的 医护人员 和 殓 房 工作人员 存在 高度 暴露 风险 ， 如果 工作人员 对 已知 或 疑似   COVID - 19   患者 执行 了 产生 气溶胶 的 操作 ， 或 从 其 身上 收集 或 处理 了 标本 ， 则 暴露 风险 变得 极高 。
1546	1546	1546	1546	en	zh	 Hazard controls appropriate for these workers include engineering controls such as negative pressure ventilation rooms, and personal protective equipment appropriate to the job task. 	 适用于这类人员的危险防控措施包括工程控制，如负压通风室和适合其工作任务的个人防护装备。	Wikipedia_handpicked_7:2001	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	适合这些工人的危险控制包括工程控制，如负压通风室和适合工作任务的个人防护设备。	适合 这些 工人 的 危险 控制 包括 工程 控制 ， 如 负压 通风 室 和 适合 工作 任务 的 个人 防护 设备 。	  适用 于 这类 人员 的 危险 防控 措施 包括 工程 控制 ， 如 负压 通风 室 和 适合 其 工作 任务 的 个人 防护 装备 。
1547	1547	1547	1547	en	zh	 COVID-19 outbreaks can have several effects within the workplace. 	 COVID-19 爆发可能对工作场所内产生严重影响。	Wikipedia_handpicked_7:2002	https://en.wikipedia.org/wiki/Workplace_hazard_controls_for_COVID-19	CC_BY-SA_3.0	TOFILL	COVID-19疫情可能会对工作场所产生多种影响。	COVID - 19 疫情 可能 会 对 工作 场所 产生 多种 影响 。	  COVID - 19   爆发 可能 对 工作 场所 内 产生 严重 影响 。
